string,,,,,,,,,,,,,,,,,,,,,,,,,Can Target,300,,1,,,,,,,,,,,,string,string,,Unused,Collision On/Off,Bone Index,Box X Scale,Box Y Scale,Box Z Scale,Ignore Database Data,Dialog Mob,Event Id,Invincible,Seasonal Event,Stun Immune,Swap,Pet Scale,Pet Y,Pet Height,Damage Limit,Servertype,Hide Armory,Expire Damage,Stat Tracker,AB Adjust,AX,AY,AZ,BX,BY,BZ,AB Hit,Block AOE Damage,Clan Stat Tracker,Whitelist
Iron Golem,Sandman03.mon,280,700,280,,,230,81,1590,560,1230,1500,380,130,,1534,300,612,15,52,,,,,,350,1,1,0,,,,402,1401,370,,28,,,LNPC1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder Golem,Sandman04.mon,330,800,400,,,233,90,1950,640,1490,1600,410,160,,919,530,613,18,56,,,,,,350,1,1,0,,,,402,1401,370,,28,,,LNPC1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molten Boulder Golem,Sandman05.mon,500,1000,650,,,238,120,2600,890,1600,1650,450,170,,919,3000,614,20,67,,,,,,350,1,1,0,,,,402,1401,370,,28,,,LNPC1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anubis Spearman,stoneguard01.mon,220,550,220,1048,,195,46,460,478,782,532,311,120,,1531,301,615,30,70,,,,,,350,3,1,0,,,,402,1401,370,,28,,,LNPC1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horus Bowman,stoneguard02.mon,220,550,190,218,,196,44,450,521,734,574,337,120,,1531,316,616,30,70,,,,,,350,5,1,0,,,,402,1401,370,,28,,,LNPC1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horus Swordman,stoneguard03.mon,220,550,250,,,197,48,470,471,799,545,333,120,,1531,338,617,30,70,,,,,,350,3,1,0,,,,402,1401,370,,28,,,LNPC1828,QB_H_HS_Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anubis Berserker,stoneguard04.mon,400,700,400,,12,219,150,1200,800,1280,650,570,130,,1457,500,618,,70,,,,,,350,9,1,0,,,,402,1401,370,,28,,,LNPC1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lich Adviser,Lich01.mon,220,550,380,1405,,201,131,650,468,1154,891,390,112,,600,3487,619,1,70,,,,,,450,10,1,0,,,,402,1401,370,,28,,,LNPC1830,,,,,,,,,,,,,,,,80,-60,50,,,,,,1,0,-50,24,200,220,423,,,,
Lich Pharaoh,Lich02.mon,220,550,420,1405,,202,151,680,474,1203,915,420,120,,601,3846,620,1,70,,,,,,450,10,1,0,,,,402,1401,370,,28,,,LNPC1831,MoltenArm_Check,,,,,,,,,,,,,,,,,,,,,,,1,0,-50,24,200,220,423,,,,
Anubis Mage,stoneguard01.mon,220,550,280,1047,,198,57,550,479,934,638,347,120,,608,300,621,30,70,,,,,,220,8,1,0,,,,402,1401,370,,28,,,LNPC1832,QB_H_PT_Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mummy blue dropping,Mummy_Female04.mon,220,550,170,,,194,42,896,490,751,630,330,145,,1458,128,604,30,70,,,,,,350,1,1,0,,,,402,1401,370,,28,,,LNPC1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mummy King,Mummy_male05.mon,220,550,480,120,,196,110,1152,497,1084,833,374,95,,602,3500,622,1,70,,,,,,200,10,1,0,,,,402,1401,370,,28,,180080080,LNPC1835,MoltenLeg_Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Anubis Mage,stoneguard01.mon,220,550,500,1047,,200,92,1132,531,1038,931,410,120,,603,3500,623,1,70,,,,,,320,10,1,0,,,,402,1401,370,,28,,180080080,LNPC1836,MoltenBody_Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oro Ghost 1,ORO_GHOST01.mon,200,450,120,1194,,160,25,950,700,300,100,200,105,,,5000,,20,65,,,,,,250,3,1,0,,,,,1401,,,,,,LNPC1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oro Ghost 2,ORO_GHOST01.mon,200,450,130,1194,,190,25,960,700,300,100,200,105,,,5000,,20,65,,,,,,260,3,1,0,,,,,1401,,,,,,LNPC1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oro Ghost 3,ORO_GHOST01.mon,200,450,140,1194,,210,25,970,700,300,100,200,105,,,5000,,20,65,,,,,,270,3,1,0,,,,,1401,,,,,,LNPC1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oro Ghost 4,ORO_GHOST01.mon,200,450,150,1194,,224,25,980,700,700,100,200,105,,,5000,,20,65,,,,,,280,3,1,0,,,,,1401,,,,,,LNPC1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadly Imparis,geb_ants.mon,450,515,65,,,212,33,1200,800,850,941,550,95,,532,350,695,30,20,,,,,,180,1,1,0,,,,402,1401,370,,28,,,LNPC1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amun Fighter,geb_bird.mon,220,550,80,,,219,45,1220,800,600,700,357,230,,535,400,696,20,60,,,,,,150,3,1,0,,,,402,1401,423,,28,,,LNPC1842,Broken_Feathers,,,,,,,,,,,,,,,45,,250,,,,,,,,,,,,,,,,
Saboten,geb_saboten.mon,220,550,170,,,218,65,750,800,499,660,420,100,,536,400,697,20,65,,,,,,100,2,1,0,,,,402,1401,433,,28,,,LNPC1843,APs_Monifa_Drop,,,,,,,,,,,,,,,,,,,,,,,1,0,0,70,135,95,175,,,,
Saboten Zyo,geb_sabotenzyo.mon,220,550,160,,,214,51,720,800,500,660,370,200,,538,450,698,20,60,,,,,,100,3,1,0,,,,402,1401,433,,28,,,LNPC1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Saboten Zyo,geb_sabotenzyo_moe.mon,220,550,100,,,100,1,1,1,1,1,1,1,,537,0,,,,,,,,,100,1,1,0,,,,402,1401,433,,28,,,LNPC1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taipan,geb_fish.mon,220,550,115,,,222,65,800,780,600,1000,500,150,,545,450,699,20,60,,,,,,350,3,0,0,,,,402,1401,370,,28,,,LNPC1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandros,oro_boss.mon,0,0,90,,,230,1200,2000,1000,1550,1300,580,220,,543,9000,709,1,70,,,,,,4500,10,1,0,,,,402,338,,,28,,,LNPC1847,QB_H_DB_Drop,,,,,,,,,,,,,,,,,,,,,,,1,0,-358,396,283,525,545,,,,
Oro Boss 2,oro_boss.mon,0,0,100,,,230,1200,2000,1000,1550,1300,580,220,,543,10000,709,1,70,,,,,,4500,10,1,0,,,,402,338,,,28,,,LNPC1847,QB_H_DB_Drop,,,,,,,,,,,,,,,,,,,,,,,1,0,-358,396,283,525,545,,,,
Super Aleksandros,oro_boss.mon,0,0,200,,,235,4000,2000,1000,1000,1300,590,220,,548,25000,710,1,99,,,,,,5500,10,1,0,,,,402,338,,,28,,102102102,LNPC1849,,1800,,,,,,,,,,,,,,,,,,,,,,1,0,-358,350,383,525,545,,,,
Dead Body,DEADBOSS_BODY.mon,0,0,100,,,225,150,1,1,1000,1,1,1,,1537,500,724,0,30,,,,,,150,0,1,0,,,,,1434,,,,,,LNPC1850,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Dead Body 2,DEADBOSS_BODY.mon,0,0,200,,,1,10,1,1,1,1,1,1,,,500,,,,,,,,,150,1,1,0,,,,,1434,,,,,,LNPC1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Body 3,DEADBOSS_BODY.mon,0,0,50,,,1,10,1,1,1,1,1,1,,,500,,,,,,,,,150,1,1,0,,,,,1434,,,,,,LNPC1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandros (Unique),oro_boss.mon,0,0,100,,,230,1200,2000,1000,1550,1300,580,220,,547,10000,722,1,70,,,,,,4500,10,1,0,,,,402,338,,,28,,,LNPC1847,QB_H_DB_Drop,,,,,,,,,,,,,,,,,,,,,,,1,0,-358,396,283,525,545,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost Soul,wispspirit.mon,300,800,100,,,226,20,1400,520,800,5000,400,100,,919,300,915,25,45,,,,,,300,1,1,0,,,,402,1401,423,,28,,,LNPC1869,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,100,160,160,300,,,,
Erotion Soul,wispspirit.mon,350,1000,125,,,229,25,1600,600,1000,6000,450,120,,919,320,915,25,50,,,,,,350,3,1,0,,,,402,1401,423,,28,,,LNPC1870,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,100,170,170,300,,,,
Bleaking Soul,wispspirit.mon,400,1500,150,,,232,30,2000,670,1300,7000,500,140,,919,430,916,25,53,,,,,,400,2,1,0,,,,402,1401,423,,28,,,LNPC1871,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,100,200,200,300,,,,
Adder,geb_fish.mon,220,550,115,,,231,65,1800,510,750,1000,500,200,,1533,420,917,20,60,,,,,,350,3,0,0,,,,402,1401,370,,28,,,LNPC1872,,,,,,,,,,,,,,,,,,,,,,,,1,0,50,-30,120,120,200,,,,
[Luna Tower Girl] Kiroro LUA,kiroro.mon,0,0,100,,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,200,999,,39,,,,,,,,,,,LNPC1193,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
[Luna Tower Girl] Kiroro 52 IFO,kiroro.mon,0,0,100,,,10,100,100,100,100,100,100,100,,,,,,,,,,,,200,999,,39,,,,,,,,,,,LNPC1193,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
[Shamanist] Enu ManaFields,est.mon,0,0,110,,,10,100,100,100,100,100,100,100,,,,,,,,,,,,200,999,,147,,,,,,,,,,,LNPC1190,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
[Hunter] Fredrick LUA,lunar_hunter.mon,240,400,130,,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,200,999,,,,,,,,,,,,,LNPC1182,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Mana Firefly LUA,ban.mon,400,1000,100,,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,190,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Head,DEADBOSS_HEAD.mon,0,0,100,,,225,150,1,1,1000,1,1,1,,1538,5000,723,0,100,,,,,,150,0,1,0,,,,,1434,,,,,,LNPC1865,,600,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Dead Head 2,DEADBOSS_HEAD.mon,0,0,200,,,1,10,1,1,1,1,1,1,,,532,,,100,,,,,,150,1,1,0,,,,,1434,,,,,,LNPC1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Head 3,DEADBOSS_HEAD.mon,0,0,50,,,1,10,1,1,1,1,1,1,,,532,,,100,,,,,,150,1,1,0,,,,,1434,,,,,,LNPC1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imparis Queen (Unique),geb_ants.mon,450,515,380,,,227,180,2000,800,1800,1200,400,110,,557,5500,712,1,70,,,,,,180,10,1,0,,,,402,1401,370,,28,,,LNPC1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lich Adviser (Unique),Lich01.mon,220,550,380,1405,,201,131,1278,468,1154,891,390,112,,1457,3487,624,1,70,,,,,,450,10,1,0,,,,402,1401,370,,28,,,LNPC1830,,,,,,,,,,,,,,,,,,,,,,,,1,0,-50,24,200,220,423,,,,
Lich Pharaoh (Unique),Lich02.mon,220,550,420,1405,,202,151,1322,474,1203,915,420,120,,1457,3846,625,1,70,,,,,,450,10,1,0,,,,402,1401,370,,28,,,LNPC1831,,,,,,,,,,,,,,,,,,,,,,,,1,0,-50,24,200,220,423,,,,
Mummy King (Unique),Mummy_male05.mon,220,550,480,120,,196,110,1152,497,1084,833,374,95,,1458,2500,626,1,70,,,,,,200,10,1,0,,,,402,1401,370,,28,,180080080,LNPC1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Anubis Mage (Unique),stoneguard01.mon,220,550,500,1047,,200,92,1132,531,1038,931,410,120,,1456,2500,627,1,70,,,,,,320,10,1,0,,,,402,1401,370,,28,,180080080,LNPC1836,Anubis_Quest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord Horridus (Unique),geb_fish.mon,220,550,400,,,227,150,1100,890,2200,1500,590,100,,596,5000,711,1,80,,,,,,350,10,0,0,,,,402,1401,370,,28,,079047079,LNPC1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imparis Soldier,geb_ants.mon,450,515,120,,,219,47,1500,800,1300,860,630,95,,534,450,706,20,65,,,,,,180,3,1,0,,,,402,1401,370,,28,,,LNPC1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imparis Warrior,geb_ants.mon,450,515,120,,,219,50,1200,800,1300,875,625,95,,534,490,705,20,60,,,,,,180,4,1,0,,,,402,1401,370,,28,,,LNPC1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imparis Queen,geb_ants.mon,450,515,350,,,225,175,1500,800,1800,1200,600,110,,533,5000,707,1,65,,,,,,180,10,1,0,,,,402,1401,370,,28,,,LNPC1876,Imparis_quest,,,,,,,,,,,,,,,,,,,,,,,1,0,35,30,170,200,400,,,,
Amun Warrior,geb_bird.mon,220,550,110,,,222,30,850,800,700,700,450,250,,549,480,693,20,60,,,,,,150,4,1,0,,,,402,1401,423,,28,,,LNPC1877,QB_H_AF_Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taipan Scavenger,geb_fish.mon,260,600,70,,,213,40,950,750,500,725,500,230,,546,410,704,20,60,,,,,,300,1,0,0,,,,402,1401,370,,28,,,LNPC1878,,,,,,,,,,,,,,,,,,,,,,,,1,0,100,50,130,150,150,,,,
DROPPED,geb_sabotenzyo.mon,220,550,500,,,215,29,1200,751,1314,903,444,200,,538,500,,,,,,,,,100,1,1,0,,,,402,1401,433,,28,,,LNPC1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerpentes,geb_fish.mon,220,550,115,,,222,65,800,780,800,1000,500,150,,545,470,701,20,65,,,,,,350,4,0,0,,,,402,1401,370,,28,,,LNPC1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horridus,geb_fish.mon,220,550,115,,,223,65,820,780,800,1000,500,150,,545,490,700,20,60,,,,,,350,4,0,0,,,,402,1401,370,,28,,,LNPC1881,,,,,,,,,,,,,,,,50,-60,50,,,,,,,,,,,,,,,,
Lord Horridus,geb_fish.mon,220,550,350,,,227,150,1100,800,2200,1500,600,100,,597,5000,708,1,70,,,,,,350,10,0,0,,,,402,1401,370,,28,,079047079,LNPC1882,Horridus_quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerpentes Scavenger,geb_fish.mon,220,550,70,,,214,40,500,750,500,725,500,230,,546,410,702,20,65,,,,,,300,1,0,0,,,,402,1401,370,,28,,,LNPC1883,,,,,,,,,,,,,,,,,,,,,,,,1,0,100,50,130,150,150,,,,
Horridus Scavenger,geb_fish.mon,260,600,70,,,215,40,500,750,500,750,500,230,,546,430,703,20,65,,,,,,300,1,0,0,,,,402,1401,370,,28,,,LNPC1884,,,,,,,,,,,,,,,,,,,,,,,,1,0,100,50,130,150,150,,,,
Entiku Princess,GOB_GIRL2.mon,340,790,170,124,,218,150,850,890,700,950,590,115,,531,2500,694,20,66,,,,,,250,11,1,0,265,,,402,1401,226,,29,,,LNPC1885,Princess_quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy (Def 1000),armor_knight.mon,0,0,250,,,230,1000000,100,100,1000,1000,200,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy (Def 1500),armor_knight.mon,0,0,250,,,230,1000000,100,100,1500,1500,200,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy (Def 2000),armor_knight.mon,0,0,250,,,230,1000000,100,100,2000,2000,200,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy (Def 2500),armor_knight.mon,0,0,250,,,230,1000000,100,100,2500,2500,200,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy (Def 3000),armor_knight.mon,0,0,250,,,230,1000000,100,100,3000,3000,200,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy Dodge 400),armor_knight.mon,0,0,250,,,230,1000000,100,100,500,5000,400,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy Dodge 700),armor_knight.mon,0,0,250,,,230,1000000,100,100,500,5000,700,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy Dodge 900),armor_knight.mon,0,0,250,,,230,1000000,100,100,500,5000,900,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy Dodge 1200),armor_knight.mon,0,0,250,,,230,1000000,100,100,500,5000,1200,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Dummy Dodge 1500),armor_knight.mon,0,0,250,,,230,1000000,100,100,500,5000,1500,100,,0,0,0,100,0,,,,,,200,1,0,0,,,,402,1401,370,,28,,,LNPC1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiery Warbiz,bee4.mon,300,700,150,,,210,50,1320,580,780,600,490,100,,1012,220,870,30,53,,,,,,230,3,0,0,205,324,324,,1401,326,,35,,,LNPC1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiery Warbiz,bee4.mon,300,700,150,,,210,50,10,10,10,10,10,100,,1012,220,870,30,53,,,,,,230,3,0,0,205,324,324,,1401,326,,35,,,LNPC1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiery Warbiz,bee4.mon,300,700,150,,,210,30,1320,580,780,600,490,100,,1012,220,870,30,53,,,,,,230,3,0,0,205,324,324,,1401,326,,35,,,LNPC1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warbiz Protector,bee5.mon,350,750,50,,,205,10,940,450,620,690,650,120,,302,90,870,1,20,,,,,,240,1,0,0,205,328,328,,1401,330,,35,,,LNPC1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigris,tiger01.mon,200,670,135,,,222,39,1150,530,770,710,410,100,,379,365,871,20,50,,,,,,230,3,1,0,,26,,403,1401,370,,35,,,LNPC1903,,,,,,,,,,,,,,,,90,-60,50,,,,,,,,,,,,,,,,
Tigris Leader,tiger02.mon,200,690,230,,,224,47,1650,750,850,750,490,130,,381,680,872,15,58,,,,,,230,9,1,0,,26,,403,1401,370,,35,,,LNPC1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantharis,pantharis_01.mon,200,670,145,,,226,49,1390,590,820,790,480,110,,1014,385,871,20,40,,,,,,230,4,1,0,,26,,403,1401,370,,35,,,LNPC1905,,,,,,,,,,,,,,,,80,-60,50,,,,,,,,,,,,,,,,
Pantharis King,pantharis_k.mon,200,850,560,,,230,215,1950,850,1690,820,560,150,,1443,4500,873,30,75,,,,,,230,11,1,0,,26,,403,1401,370,,35,,020000020,LNPC1906,,,,,,,,,,,,,,,,,,,,,,,,1,0,-80,-30,300,600,300,,,,
Terrapin,terrapin.mon,200,350,330,,,222,55,1350,650,1200,1600,150,80,,919,480,874,20,70,,,,,,150,2,1,0,,26,,403,1401,370,,35,,,LNPC1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrapin Captain,terrapin_c.mon,200,400,460,,,228,68,1420,730,1700,1900,180,100,,919,690,875,10,75,,,,,,150,9,1,0,,26,,403,1401,370,,35,,,LNPC1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arachnid,halloween_spider01.mon,240,630,80,,,214,31,1200,600,850,500,510,100,,1015,240,870,15,58,,,,,,220,4,0,0,265,344,344,403,1401,346,,35,,,LNPC1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Arachnid,halloween_spider03.mon,240,780,300,,,225,102,1650,850,1100,600,430,125,,296,990,876,10,80,,,,,,220,10,0,0,265,344,344,403,1401,346,,35,,,LNPC1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aplysia,Melt02.mon,200,500,250,,,229,51,1390,620,720,1300,560,120,,919,495,874,15,60,,,,,,300,4,1,0,253,,,403,1401,370,,35,,,LNPC1911,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,80,160,160,220,,,,
Aplysia King,Melt03.mon,200,650,500,,,234,180,1890,850,1810,1700,710,130,,1444,5500,877,30,75,,,,,,300,11,1,0,253,,,403,1401,370,,35,,050050020,LNPC1912,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,80,415,200,500,,,,
Bone Spider,bone_spider_01.mon,200,400,125,,,226,52,1480,580,950,1200,450,90,,1016,380,878,20,60,,,,,,230,3,1,0,213,,,403,1401,370,,35,,,LNPC1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master Bone Spider,bone_spider_king.mon,200,650,300,,,229,210,2100,860,1710,1600,490,110,,1445,4500,879,30,70,,,,,,230,11,1,0,213,,,403,1401,370,,35,,020020040,LNPC1914,,,,,,,,,,,,,,,,50,-60,50,,,,,,,,,,,,,,,,
Elder Sikuku Predator,s_eater02.mon,300,450,160,1144,,224,47,1450,540,1240,1210,420,120,,612,440,880,10,54,,,,,,180,8,1,0,,,,403,1401,370,,35,,,LNPC1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikuku High Chief,s_warder02.mon,200,460,180,1143,,226,57,1520,630,1360,1280,450,120,,567,475,880,15,62,,,,,,180,9,1,0,,,,403,1401,370,,35,,,LNPC1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Master Sikuku,s_warder03.mon,200,790,420,1143,,235,220,2750,850,2100,1350,510,135,,1446,5500,881,30,78,,,,,,180,1,1,0,,,,403,1401,370,,35,,040015015,LNPC1917,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,50,200,200,400,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devil Pest Pantharis,pantharis_dp.mon,200,700,180,,,225,65,1300,600,1000,1200,350,150,,1017,450,882,10,70,,,,,,230,4,1,0,301,26,,403,1401,370,,35,,,LNPC1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devil Pest Arachnid,halloween_spider02.mon,200,680,110,,,220,60,1300,600,1000,1200,350,150,,1018,310,882,10,70,,,,,,220,4,0,0,345,344,344,403,1401,346,,35,,,LNPC1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devil Pest Bone Spider,bone_spider_01.mon,200,520,160,,,226,62,1300,600,1000,1200,350,150,,1019,465,882,10,70,,,,,,230,3,1,0,,,,403,1401,370,,35,,,LNPC1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunted Tree,r_tree_r.mon,200,450,220,1082,,221,46,1450,600,650,1850,290,120,,568,320,883,25,59,,,,,,1200,4,0,0,397,400,400,403,1401,402,,20,,,LNPC1923,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunted Titan,elemental01_r.mon,200,510,120,1075,,224,58,1550,450,1320,650,320,135,,303,380,883,15,64,,,,,,250,4,0,0,397,396,396,403,1401,398,,20,,,LNPC1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doom Master,r_tree_r.mon,300,710,470,1082,,234,270,2000,790,1620,2800,410,165,,1447,5000,884,30,75,,,,,,1700,11,0,0,397,400,400,403,1401,402,,20,,040030010,LNPC1925,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursed Sikuku,s_tracer04_r.mon,250,520,140,1108,,223,51,1350,570,790,740,420,120,,297,385,885,15,58,,,,,,250,4,1,0,245,66,276,403,1401,402,,21,,,LNPC1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikuku Dismemberer,s_tracer04_r.mon,280,560,150,1109,,227,60,1560,660,850,780,470,135,,297,430,886,12,63,,,,,,250,4,1,0,245,66,276,403,1401,402,,21,,,LNPC1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikuku Tormentor,s_tracer04_r.mon,310,780,450,1110,,232,290,2900,950,1780,950,540,160,,1448,5500,887,30,75,,,,,,450,11,1,0,245,66,276,403,1401,402,,21,,010020050,LNPC1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chief Turak,turak2.mon,320,690,510,1112,,240,1600,3800,1200,1900,1500,600,140,,919,9000,888,1,95,,,,,,270,11,1,0,389,92,388,454,1401,390,,22,,030030030,LNPC1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikuku Flames,bonfire1.mon,0,0,200,,,200,500,10,10,10,10,10,100,,1011,700,,,,,,,,,0,,1,41,,,,402,,,,,,255255255,LNPC1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
