,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability Type,Break IDX,,,Arms Type,Hide Player,Scaling,Preview,Expire,Prefix,Show Back,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Racecar Frame,3Ddata\PAT\CART\BODY\cart01_BODY060.txt,0,6,511,1000,0,20,30,4563,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT720
Panda Frame,3Ddata\PAT\CART\BODY\cart01_BODY070.txt,0,6,511,0,0,20,30,4564,246,580,,,,,21,62,,,,,,,,,,,,127,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT721
Pink SubJet Frame,3Ddata\PAT\CART\BODY\cart01_BODY080.txt,0,7,511,10000,0,20,30,4565,246,580,,,,,21,62,,,,,,,,,,,,20,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT722
Green MiniTank Frame,3Ddata\PAT\CART\BODY\cart01_BODY090.txt,0,,511,811000,0,20,78,4566,246,580,21,7,1046,65,21,55,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT723
Yellow Sport Frame,3Ddata\PAT\CART\BODY\cart01_BODY140.txt,0,6,511,1000,0,20,30,4567,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT724
Blue Racecar Frame,3Ddata\PAT\CART\BODY\cart01_BODY100.txt,0,6,511,1000,0,20,30,4568,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT725
Hamster Frame,3Ddata\PAT\CART\BODY\cart01_BODY110.txt,0,6,511,0,0,20,30,4569,246,580,,,,,21,62,,,,,,,,,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT726
Orange SubJet Frame,3Ddata\PAT\CART\BODY\cart01_BODY120.txt,0,7,511,10000,0,20,30,4570,246,580,,,,,21,62,,,,,,,,,,,,20,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT727
Pink MiniTank Frame,3Ddata\PAT\CART\BODY\cart01_BODY130.txt,0,,511,811000,0,20,78,4571,246,580,,,,,21,55,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT728
Red Sport Frame,3Ddata\PAT\CART\BODY\cart01_BODY270.txt,0,6,511,1000,0,20,30,4572,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT729
Green Racecar Frame,3Ddata\PAT\CART\BODY\cart01_BODY150.txt,0,6,511,1000,0,20,30,4573,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT730
Dark SuperHero Frame,3Ddata\PAT\CART\BODY\cart01_BODY180.txt,0,7,511,1000,0,20,30,4574,246,580,,,,,21,62,,,,,,,,,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT731
Purple SubJet Frame,3Ddata\PAT\CART\BODY\cart01_BODY210.txt,0,7,511,10000,0,20,30,4576,246,580,,,,,21,62,,,,,,,,,,,,20,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT732
Grey MiniTank Frame,3Ddata\PAT\CART\BODY\cart01_BODY240.txt,0,,511,1000,0,20,30,4577,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT733
Black Sport Frame,3Ddata\PAT\CART\BODY\cart01_BODY280.txt,0,6,511,1000,0,20,30,4578,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT734
Orange Racecar Frame,3Ddata\PAT\CART\BODY\cart01_BODY160.txt,0,6,511,1000,0,20,30,4579,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT735
Spiderman Frame,3Ddata\PAT\CART\BODY\cart01_BODY190.txt,0,7,511,10000,0,20,30,4580,246,580,,,,,21,62,,,,,,,,,,,,127,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT736
Green SubJet Frame,3Ddata\PAT\CART\BODY\cart01_BODY220.txt,0,7,511,10000,0,20,30,4581,246,580,,,,,21,62,,,,,,,,,,,,20,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT737
Blue MiniTank Frame,3Ddata\PAT\CART\BODY\cart01_BODY250.txt,0,,511,811000,0,20,78,4582,246,580,21,7,1047,65,21,55,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT738
Blue Sport Frame,3Ddata\PAT\CART\BODY\cart01_BODY290.txt,0,6,511,1000,0,20,30,4583,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT739
Black Racecar Frame,3Ddata\PAT\CART\BODY\cart01_BODY170.txt,0,6,511,1000,0,20,30,4584,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT740
Yellow SuperHero Frame,3Ddata\PAT\CART\BODY\cart01_BODY200.txt,0,7,511,1000,0,20,30,4585,246,580,,,,,21,62,,,,,,,,,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT741
Grey SubJet Frame,3Ddata\PAT\CART\BODY\cart01_BODY230.txt,0,7,511,10000,0,20,30,4586,246,580,,,,,21,62,,,,,,,,,,,,20,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT742
Yellow MiniTank Frame,3Ddata\PAT\CART\BODY\cart01_BODY260.txt,0,,511,811000,0,20,78,4587,246,580,21,7,1048,65,21,55,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT743
Police Sport Frame,3Ddata\PAT\CART\BODY\cart01_BODY300.txt,0,6,511,1000,0,20,30,4589,246,580,,,,,21,62,,,,,,,23,100,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT744
Puppy Frame,3Ddata\PAT\CART\BODY\cart01_BODY301.txt,0,7,511,1000,0,20,30,4590,246,580,,,,,21,62,,,,,,,,,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT745
Santa Puppy Frame,3Ddata\PAT\CART\BODY\cart01_BODY302.txt,0,7,511,10000,0,20,30,4591,246,580,,,,,21,62,,,,,,,,,,,,127,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT746
Gold Cat Frame,3Ddata\PAT\CART\BODY\cart01_BODY320.txt,0,6,511,0,0,20,30,4592,246,580,,,,,21,62,,,,,,,,,,,,127,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT747
Black Cat Frame,3Ddata\PAT\CART\BODY\cart01_BODY330.txt,0,6,511,0,0,20,30,4593,246,580,,,,,21,62,,,,,,,,,,,,127,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT748
Blue Truck Frame,3Ddata\PAT\CART\BODY\cart01_BODY340.txt,0,7,511,1000,0,20,30,4594,246,580,,,,,21,62,,,,,,,,,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT749
Brown Cat Frame,3Ddata\PAT\CART\BODY\cart01_BODY350.txt,0,6,511,0,0,20,30,4595,246,580,,,,,21,62,,,,,,,,,,,,30,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT750
White Cat Frame,3Ddata\PAT\CART\BODY\cart01_BODY370.txt,0,6,511,0,0,20,30,4596,246,580,,,,,21,62,,,,,,,,,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT751
Yellow Truck Frame,3Ddata\PAT\CART\BODY\cart01_BODY360.txt,0,7,511,1000,0,20,30,4597,246,580,,,,,21,62,,,,,,,,,,,,100,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT752
Rolls Royce Frame,3Ddata\PAT\CART\BODY\cart01_BODY390.txt,0,7,511,10000,0,20,30,4598,246,580,,,,,21,62,,,,,,,,,,,,127,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT753
Golden Royce Frame,3Ddata\PAT\CART\BODY\cart01_BODY390.txt,0,6,511,126000000,0,20,81,7471,246,580,,,,,21,62,,,,111,7,,23,100,,,,75,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Racecar Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL060.txt ,2,7,531,10000,0,10,30,4615,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT760
Panda Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL070.txt,2,6,531,0,0,10,30,4616,246,580,,,,,21,60,,,,,,,,,,,,30,,,,133,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT761
Pink SubJet Reactors,3Ddata\PAT\CART\WHEEL\cart01_WHEEL080.txt,2,7,531,10000,0,10,30,4617,246,580,,,,,21,60,,,,,,,,,,,,30,,,,133,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT762
Green MiniTank Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL090.txt,2,,531,325000,0,15,50,4618,246,580,21,7,1026,50,21,55,,,,,,,19,20,,21,12,75,,,,155,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT763
Yellow Sport Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL140.txt,2,7,531,10000,0,10,30,4619,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT764
Blue Racecar Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL100.txt,2,7,531,10000,0,10,30,4620,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT765
Hamster Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL110.txt,2,6,531,0,0,10,30,4621,246,580,,,,,21,60,,,,,,,,,,,,100,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT766
Orange SubJet Reactors,3Ddata\PAT\CART\WHEEL\cart01_WHEEL120.txt,2,6,531,10000,0,10,30,4622,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT767
Pink MiniTank Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL130.txt,2,,531,325000,0,15,50,4623,246,580,,,,,21,55,,,,,,,19,20,,21,12,75,,,,155,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT768
Red Sport Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL270.txt,2,7,531,10000,0,10,30,4625,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT769
Green Racecar Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL150.txt,2,7,531,10000,0,10,30,4626,246,580,,,,,21,60,,,,,,,,,,,,30,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT770
Dark SuperHeroe Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL180.txt,2,7,531,1000,0,10,30,4628,246,580,,,,,21,60,,,,,,,,,,,,100,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT771
Purple SubJet Reactors,3Ddata\PAT\CART\WHEEL\cart01_WHEEL210.txt,2,7,531,10000,0,10,30,4629,246,580,,,,,21,60,,,,,,,,,,,,20,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT772
Grey MiniTank Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL240.txt,2,,531,325000,0,15,50,4630,246,580,,,,,21,60,,,,,,,19,20,,21,12,75,,,,155,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT773
Black Sport Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL280.txt,2,7,531,10000,0,10,30,4631,246,580,,,,,21,60,,,,,,,,,,,,55,,,,157,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT774
Orange Racecar Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL160.txt,2,7,531,10000,0,10,30,4632,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT775
Spiderman Cart Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL190.txt,2,7,531,10000,0,10,30,4633,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT776
Green SubJet Reactors,3Ddata\PAT\CART\WHEEL\cart01_WHEEL220.txt,2,7,531,10000,0,10,30,4634,246,580,,,,,21,60,,,,,,,,,,,,20,,,,120,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT777
Blue MiniTank Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL250.txt,2,,531,325000,0,15,50,4635,246,580,21,7,1027,50,21,55,,,,,,,19,20,,21,12,75,,,,155,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT778
Blue Sport Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL290.txt,2,7,531,10000,0,10,30,4636,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT779
Black Racecar Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL170.txt,2,7,531,10000,0,10,30,4637,246,580,,,,,21,60,,,,,,,,,,,,30,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT780
Yellow SuperHeroe Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL200.txt,2,7,531,1000,0,10,30,4638,246,580,,,,,21,60,,,,,,,,,,,,100,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT781
Grey SubJet Reactors,3Ddata\PAT\CART\WHEEL\cart01_WHEEL230.txt,2,7,531,10000,0,10,30,4639,246,580,,,,,21,60,,,,,,,,,,,,20,,,,147,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT782
Yellow MiniTank Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL260.txt,2,,531,325000,0,15,50,4641,246,580,21,7,1028,50,21,55,,,,,,,19,20,,21,12,75,,,,155,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT783
Police Sport Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL300.txt,2,7,531,10000,0,10,30,4642,246,580,,,,,21,60,,,,,,,,,,,,30,,,,155,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT784
Puppy Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL301.txt,2,7,531,1000,0,10,30,4643,246,580,,,,,21,60,,,,,,,,,,,,100,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT785
Gold Cat Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL320.txt,2,7,531,10000,0,10,30,4644,246,580,,,,,21,60,,,,,,,,,,,,30,,,,140,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT786
Black Cat Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL330.txt,2,7,531,10000,0,10,30,4645,246,580,,,,,21,60,,,,,,,,,,,,30,,,,152,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT787
Blue Truck Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL340.txt,2,7,531,1000,0,10,30,4646,246,580,,,,,21,60,,,,,,,,,,,,100,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT788
Brown Cat Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL350.txt,2,6,531,0,0,10,30,4647,246,580,,,,,21,60,,,,,,,,,,,,30,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT789
White Cat Car Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL370.txt,2,7,531,1000,0,10,30,4650,246,580,,,,,21,60,,,,,,,,,,,,100,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT790
PowerFull Reactors,3Ddata\PAT\CART\WHEEL\cart01_WHEEL380.txt,2,7,531,10000,0,10,30,4648,246,580,,,,,21,60,,,,,,,,,,,,55,,,,157,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT791
Yellow Truck Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL360.txt,2,7,531,1000,0,10,30,4651,246,580,,,,,21,60,,,,,,,,,,,,100,,,,135,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT792
Rolls Royce Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL390.txt,2,7,531,10000,0,10,30,4649,246,580,,,,,21,60,,,,,,,,,,,,30,,,,152,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirate Frigate,3Ddata\PAT\CART\BODY\cart01_BODY06.txt,0,6,511,1000,0,20,36,5208,246,580,,,,,21,36,,,,,,,,,,,,36,1,,,,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,2000,,,,,1,,,,,2186,,,,PAT800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollercoaster Boosters,3Ddata\PAT\CART\WHEEL\cart01_WHEEL220.txt,2,7,531,10000,0,10,30,3888,246,580,,,,,21,30,,,,,,,,,,,,20,,,,96,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White GT Tracy Sport,3Ddata\PAT\CART\BODY\cart01_BODY060.txt,0,7,511,10000,0,20,30,4667,246,580,,,,,21,70,,,,,,,,,,,,127,,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,PAT820
GT Engine,3Ddata\PAT\CART\ENGINE\GT_F0551.txt,1,7,521,1000,0,10,30,4668,246,580,,,,,21,68,50,250,130,850,,,,,,,,100,,1000,5,152,12,,,,,,,,,677,,678,,,673,,674,,,,,,,,,,311,,,,,,,,,,,,1,,,,,2186,,,,PAT821
GT Wheels,3Ddata\PAT\CART\WHEEL\GT_F0552.txt,2,7,531,1000,0,10,30,4669,246,580,,,,,21,68,,,,,,,,,,,,100,,,,152,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT822
GT Fin Sport,3Ddata\PAT\CART\ABILITY\GT_F0553.txt,3,7,541,1000,0,10,30,4670,246,580,,,,,21,70,,,,,,,23,60,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,PAT823
