,,(0-10),(1-99),(0-2),(0-..),(1-200),(0-9),(0-20),(0-999),"(0,1)",,,(1~100%),(0-200),0:???????? 1: ???????? 2:???????? 3:????????,(????????),(0-999),(????????),(0-999),(0-63),Ability,Ability Amount,(-100~150),"-??????,",(-100-500),(-100~150),,,0:???????? 1:???????? 2:???????? 3:????????,(????????????),[  OR???? ],-?????? ????????,???? ????????-,,(????????),[OR????],-??????????,????????-,(1????????????),(0-9),- ?????? ??????,???? ???????? -,(1????????????),(0-9),(??????????),(1-250),- ?????? ??????,???? ?????????? -,(????????????),,(1-999),(????????????),100=????,,(1~ ),(??????????????),(????????????????),(??????????),(??????????????),(????????????????),(??????????),(??????????????),(????????????????),(??????????),(??????????????),(????????????????),(??????????),(????????),100=????,(???????? ??????),(????????????????),(????????????????),(??????????),74,75,76,77,78,79,80,81,82,83,84,Zulie (85),Learn Bypass,Skill Tree,Buff Summon,Clan Skill Timer,(??????????)
????????????????,3516,,,,13,2000,5,,30,,10,,70,30,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,210,3,,212,1,,,,,7,100,,462,0,133,,,,,,,,,,,,,,,,,
????????????????,3517,,,,17,,5,1000,300,,,,90,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,,,,,,,1320,999,,1375,999,,9,100,,,,,1374,999,,,,,,,,,,,,,,,
????????????,3518,,,,3,0,5,0,250,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1311,999,67,,,,,,,,,,,,,,
????????(??????+25%),3519,,,,9,1000,7,0,,,20,,0,600,,,,,,,19,,15,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,221,,,,,,,,,,,,,,,,,,,
??????????????,321,1,1,1,8,,,,,0,18,29,0,15,,17,15,,,200,18,,10,22,,20,,,2,,,,,,41,,,,,,,,,,31,40,,,,,29,341,100,342,,1752,1,,1761,1,,1769,0,,1769,1,,343,100,,221,3,90,1501,999,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
????????????????,3522,,,,17,,5,700,120,,,,70,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1387,999,,,,,1388,999,133,,,,9,100,1,,,,1125,999,67,,,,,,,,,,,,,,
????????????????,3523,,,,17,,5,700,120,,,,70,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1387,999,,,,,1391,999,,,,,9,100,1,,,,1125,999,67,,,,,,,,,,,,,,
??????????????,3524,,,,17,,5,700,120,,,,70,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1389,999,,,,,1390,999,,,,,9,100,1,,,,1125,999,67,,,,,,,,,,,,,,
????????(??),3525,,,,3,0,5,0,200,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,,,,,,,,,,,,,9,100,2,,,,1551,999,67,1551,999,67,,,,,,,,,,,
????????(??),3526,,,,3,0,5,0,250,1,29,21,5,25,4,,,,,,22,15,14,19,20,12,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,,,,,,,,,,,,,9,100,2,,,,1551,999,67,1551,999,67,,,,,,,,,,,
??????+????????,3527,,,,3,0,5,0,190,1,,,,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
?????? ????1,3528,,,,8,,0,,,,24,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,,,,5,3,,,,,,,,,,,,,,,
?????? ????2,3529,,,,8,,0,,,,24,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,9,100,,,,,5,3,,,,,,,,,,,,,,,
World Cup Event Scroll,3530,,,,17,,1471,300,50,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,372,115,100,135,,,,,1764,999,,1609,999,1124,,,,212,100,1,,,,1121,999,1555,,,,,,,,,,,,,,
?????? ??????(??????),3531,1,,,8,,0,,,,48,47,,1200,,,,,,,18,100,100,,,,,,2,,,,,,,,,,,,,,,,,,,,,,127,114,100,134,,1754,999,131,1763,3,131,1771,3,,,,,153,100,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
????????,3533,,,,3,0,5,0,150,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????????,3534,,,,3,0,5,0,200,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1399,999,67,,,,,,,,,,,,,,
????????,3535,,,,8,,0,,,,14,,100,15,,,,,,,23,,300,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
??????????,3536,,,,8,,0,,,,18,,100,20,,,,,,,18,,25,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
??????????,3537,,,,8,,0,,,,20,,200,20,,,,,,,19,,15,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,,,,,,,,,,,,,,,,,,,,
????????,3538,,,,3,0,5,0,250,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1395,999,67,,,,,,,,,,,,,,
????????,3539,,,,8,,0,,,,14,,100,15,,,,,,,23,,300,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
????????????,3540,,,,9,2000,5,,,,21,,90,20,,,,,,,19,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,,,,5,3,,,,,,,,,,,,,,,
????????,3541,,,,8,,0,,,,18,,100,20,,,,,,,18,,25,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
????+????????,3542,,,,8,,0,,,,18,,100,20,,,,,,,18,,25,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
????????,3543,,,,3,0,5,0,300,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1395,999,67,,,,,,,,,,,,,,
????????,3544,,,,3,0,5,0,250,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1399,999,67,,,,,,,,,,,,,,
????????,3545,,,,3,0,5,0,200,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
Snow Giant Damage,3546,,,,3,0,5,0,500,1,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1395,999,67,,,,,,,,,,,,,,
Snow Beast Damage,3547,,,,3,0,5,0,250,1,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,192,999,132,,,,9,100,1,,,,1395,999,67,,,,,,,,,,,,,,
????????(??),3548,,,,3,0,5,0,150,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,,,,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????????(??),3549,,,,3,0,5,0,200,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????????,3550,,,,8,,0,,,,14,,100,10,,,,,,,23,,300,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
????+??????,3551,,,,3,0,5,0,200,1,,,,5,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
??????,3552,,,,9,1500,5,0,,,30,,40,10,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,93,6,100,,,1358,3,,,,,1359,999,,,,,7,100,,,,,1310,999,,,,,,,,,,,,,,,
???????? (??),3553,,,,13,800,5,,30,,58,,70,15,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,93,6,100,,,192,999,132,,,,,,,,,,7,100,,462,0,133,,,,,,,,,,,,,,,,,
???????? (??),3554,,,,13,900,5,,40,,58,,70,15,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,93,6,100,,,192,999,132,,,,,,,,,,7,100,,462,0,133,,,,,,,,,,,,,,,,,
???????? (??),3555,,,,13,1000,5,,50,,58,,70,15,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,93,6,100,,,192,999,132,,,,,,,,,,7,100,,462,0,133,,,,,,,,,,,,,,,,,
????????,3556,,,,7,0,5,1000,200,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1036,999,131,,,,,,,,,,9,100,1,461,0,,,,,,,,,,,,,,,,,,
????,3557,,,,8,,5,1800,,,31,,200,15,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,1340,999,,,,,,,,,,,7,100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
????????,3560,,,,8,0,5,1800,,1,,,100,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,6,100,,,1556,999,131,,,,,,,,,,7,100,1,,,,1035,999,67,,,,,,,,,,,,,,
"????????(????,????)",3561,,,,17,0,5,2000,220,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1555,999,,,,,,,,,,,9,100,,471,0,133,1557,999,,,,,,,,,,,,,,,
1??????,3562,,,,9,1500,5,0,,1,,,80,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,6,100,,,1358,3,131,,,,192,999,132,,,,7,100,1,,,,1035,999,67,,,,,,,,,,,,,,
??????,3563,,,,9,1500,5,0,,,30,,80,10,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,93,6,100,,,1358,3,,,,,1359,999,,,,,7,100,,,,,1310,999,,,,,,,,,,,,,,,
"????????(????,????)",3564,,,,17,0,5,2000,220,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1556,999,,,,,,,,,,,9,100,,472,0,133,1558,999,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
????????(??),3567,,,,3,0,5,0,150,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,,,,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????????(??),3568,,,,3,0,5,0,200,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????????(??),3569,,,,17,0,5,1500,180,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1555,999,,,,,1560,999,132,,,,9,100,,221,0,133,1557,999,,,,,,,,,,,,,,,
????????(??),3570,,,,17,0,5,2000,220,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1555,999,,,,,1560,999,132,,,,9,100,,221,0,133,1557,999,,,,,,,,,,,,,,,
??????(????),3571,,,,3,0,5,0,200,1,,,,10,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????+??????,3572,,,,3,0,5,0,180,1,,,,5,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????????(??),3573,,,,3,700,5,0,250,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,,,,1035,999,67,,,,,,,,,,,,,,
????(????),3574,,,,8,,3,1000,,,18,,200,10,,,,,,,18,,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,,,,5,3,,,,,,,,,,,,,,,
????????????????,3575,,,,6,1500,5,0,180,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,162,0,,94,999,67,,,,,,,,,,,,,,
????(????),3576,,,,8,,3,1500,,,18,,200,10,,,,,,,18,,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,,,,5,3,,,,,,,,,,,,,,,
????????????????,3577,,,,6,1500,5,0,200,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,162,0,,1035,999,67,,,,,,,,,,,,,,
??????????,3578,,,,8,,0,,,,20,,200,20,,,,,,,19,,15,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,,,,,,,,,,,,,,,,,,,,
??????????,3579,,,,9,2000,5,,,,21,,100,20,,,,,,,19,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,1559,999,,,,,7,100,,,,,5,3,,,,,,,,,,,,,,,
????????????????,3580,,,,6,5000,5,,180,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1397,999,131,,,,,,,,,,9,100,1,473,0,,1035,999,67,,,,,,,,,,,,,,
??????????,3581,,,,8,,0,,,,20,,200,20,,,,,,,19,,15,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,213,999,,,,,7,100,,,,,,,,,,,,,,,,,,,,,
????????+??????,3582,,,,17,,5,2000,280,,,,,5,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,1387,999,131,,,,1388,999,132,,,,9,100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atk + Def Up,3584,,,,8,0,0,0,,,18,20,100,30,,,,,,,18,,10,19,,20,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1357,999,131,,,,7,100,,,,,1310,999,,,,,,,,,,,,,,,
??????????,3585,,,,8,0,0,0,,,18,,100,30,,,,,,,18,,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,1000,999,131,,,,7,100,,,,,5,3,,,,,,,,,,,,,,,
????????(??),3586,,,,3,0,5,0,300,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1667,999,131,,,,9,100,1,,,,1035,999,,,,,,,,,,,,,,,
????????(??),3587,,,,17,0,5,2000,300,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,,,,,,,1388,999,131,,,,9,100,,221,0,133,1557,999,,,,,,,,,,,,,,,
Silence,3588,,,,8,0,0,0,,,30,,100,30,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1357,999,131,,,,7,100,,,,,1310,999,,,,,,,,,,,,,,,
??????,3589,,,,6,2000,5,0,350,1,,,,30,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1040,999,131,,,,9,100,1,162,0,,1035,999,,,,,,,,,,,,,,,
????????(??),3590,,,,3,0,5,0,350,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1040,999,131,,,,9,100,1,,,,1035,999,,,,,,,,,,,,,,,
????????(??),3591,,,,17,0,5,2500,350,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,,,,,,,1388,999,131,,,,9,100,,221,0,133,1557,999,,,,,,,,,,,,,,,
????????,3592,,,,7,0,5,1750,375,1,20,,,,4,,,,,,19,,15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,1388,999,131,,,,7,100,,,,,1035,999,67,10,999,67,10,999,67,,,,,,,,
????????????,3593,,,,8,0,0,,,,,,100,30,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1256,999,131,,,,7,100,,,,,,,,,,,,,,,,,,,,,
????????(HP+10000),3594,,,,10,0,0,,,,,,100,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1833,999,131,,,,7,100,,,,,,,,,,,,,,,,,,,,,
????????+??????,3595,,,,17,0,5,3000,400,,,,,3,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1611,999,131,,,,9,100,,,,,,,,,,,,,,,,,,,,,
????????????????,3596,,,,12,0,5,3000,,,38,,200,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,401,999,131,,,,7,100,,221,0,133,,,,,,,,,,,,,,,,,
??????????,3597,,,,8,0,5,3000,,,,,200,30,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,,,,,,,7,100,,221,0,133,,,,,,,,,,,,,,,,,
????????,3598,,,,8,0,5,3000,,,,,200,20,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,400,999,131,,,,7,100,,221,3,133,,,,,,,,,,,,,,,,,
????????????,3599,,,,8,0,5,2000,,,21,,100,30,,,,,,,19,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,,,,,,,400,999,131,,,,7,100,,221,0,133,,,,,,,,,,,,,,,,,
????????????????,3600,,,,6,2000,5,0,300,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,25,8,100,,,1358,3,131,,,,192,999,132,,,,9,100,1,162,0,,94,999,67,,,,,,,,,,,,,,
sikuku king,3601,,,,17,,5,1800,190,,21,23,80,30,2,,,,,,19,25,15,21,15,15,,,2,,,,,,,,,,,,,,,,,,,,,,84,8,100,,,1333,999,,,,,,,,,,,9,100,,,,,242,999,,,,,,,,,,,,,,,
super moss,3602,,,,17,,5,2500,460,,21,,85,25,4,,,,,,19,,15,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,1387,999,131,,,,1388,999,132,,,,9,100,,,,,,,,,,,,,,,,,,,,,
super moss,3603,,,,17,,5,2500,460,,32,,75,5,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,1387,999,131,,,,1388,999,132,,,,9,100,,,,,,,,,,,,,,,,,,,,,
super slaughterer,3604,,,,6,2000,5,1800,360,,58,,70,15,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,93,8,100,136,,,,,,,,210,0,,1325,0,,9,100,,460,1,90,1124,999,,,,,,,,,,,,,,,
super slaughterer,3605,,,,6,2000,5,1800,360,,58,30,70,15,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,93,8,100,136,,,,,,,,210,0,,1325,0,,9,100,,460,1,90,1124,999,,,,,,,,,,,,,,,
super vaga,3606,,,,17,,5,1800,350,,31,,200,15,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,84,6,100,,,1340,999,,,,,2005,,,,,,7,100,,,,,,,,,,,,,,,,,,,,,
AoE - Ice Bang,3607,,,,9,2500,5,1000,,1,15,,80,25,,,,,,,23,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,100,137,,1754,999,1005,1763,3,131,,,,,,,154,100,1,267,0,1574,1310,999,1574,,,,,,,,,,,,,,
Descendant's Cooler,3608,,,,9,5000,5,5000,,,15,,200,55,,,,,,,23,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1833,999,131,,,,9,100,1,267,0,1574,1310,999,1574,,,,,,,,,,,,,,
fish tornado,3609,,,,17,0,5,1000,400,1,29,,75,15,4,,,,,,22,15,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1611,999,131,,,,9,100,,,,,1612,999,,,,,,,,,,,,,,,
fish light,3610,,,,17,0,5,3000,500,1,32,,15,4,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1833,999,131,,,,9,100,,221,0,133,,,,,,,,,,,,,,,,,
Alek,3611,,,,17,,5,5000,10000,1,11,32,90,8,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1435,2,,1434,999,,7,100,,,,,1124,999,1574,,,,,,,,,,,,,,1
Alek,3612,,,,6,,5,4000,10000,1,17,21,60,30,4,,,,,,24,15,15,19,15,15,,,1,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1437,2,,1437,2,,9,100,1,162,0,,,,,,,,,,,,,,,,,,
Alek,3613,,,,17,0,5,3000,400,,,,,5,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1611,999,131,,,,9,100,,,,,,,,,,,,,,,,,,,,,
aleksandroaoe,3595,,,,17,0,5,5000,1400,1,,,,3,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1611,999,131,,,,9,100,,,,,,,,,,,,,,,,,,,,,
ant reg skill,3615,,,,6,,5,2000,700,1,17,21,60,25,4,,,,,,24,10,20,19,10,20,,,1,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1437,2,,1437,2,,9,100,1,162,0,,,,,,,,,,,,,,,,,,
fish tornado BOSS,3616,,,,17,0,5,3000,1000,1,58,21,90,10,4,,,,,,,,,19,,30,,,2,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,1611,999,131,,,,9,100,,,,,1612,999,,,,,,,,,,,,,,,
fish light BOSS,3617,,,,17,0,5,3000,1500,1,32,31,45,10,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1833,999,131,,,,7,100,,221,0,133,,,,,,,,,,,,,,,,,
QueenAnt,3618,,,,17,0,5,3000,5000,1,30,29,70,20,4,,,,,,,,,22,,20,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1611,999,131,,,,7,100,,,,,,,,,,,,,,,,,,,,,
Ant tornado BOSS,3619,,,,6,0,5,0,4000,1,25,17,75,10,4,,,,,,20,15,,24,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1040,999,131,,,,7,100,1,162,0,,1035,999,,,,,,,,,,,,,,,
SUPER ALEKS Sand Attack,3620,,,,17,,5,12000,1900,1,,,60,10,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,,,,342,999,,9,100,,,,,1124,999,1574,,,,,,,,,,,,,,1
SUPER ALEKS 2 Blood Launching,3621,,,,6,,5,12000,1900,1,19,29,75,30,4,,,,,,18,10,20,22,10,20,,,1,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,,,,336,2,,9,100,1,162,0,,,,,,,,,,,,,,,,,,
SUPER ALEKS Poison Attack,3622,,,,17,,5,12000,1900,1,,,45,20,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,,,,339,999,,9,100,,,,,1124,999,1574,,,,,,,,,,,,,,1
SUPER ALEKS 2 Poison Launch,3623,,,,6,,5,12000,1900,1,11,,55,30,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,100,,,,,,,,,,,,340,2,,9,100,1,162,0,,,,,,,,,,,,,,,,,,
Descendant's Strike,3624,,,,17,5000,5,5000,1200,1,32,,40,2,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1833,999,131,,,,9,100,,,0,,1389,,,,,,,,,,,,,,,,
Descendant's Chanting,3625,,,,17,3000,5,3000,1000,1,31,,200,10,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1833,999,131,,,,9,100,,,,,1389,,,,,,,,,,,,,,,,
Descendant's Cooler,3626,,,,7,5000,5,5000,1500,1,15,,200,55,4,,,,,,23,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1833,999,131,,,,9,100,1,267,0,1574,1310,999,1574,,,,,,,,,,,,,,
Descendant's Freezer,3627,,,,6,3000,5,3000,1000,1,17,,200,10,4,,,,,,24,,30,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,100,,,,,,,,,1833,999,,,,,9,100,1,162,0,,1310,999,1574,,,,,,,,,,,,,,
Descendant's Impact,3628,,,,6,5000,5,5000,3000,1,58,25,200,35,2,,,,,,,,,20,,30,,,2,,,,,,,,,,,,,,,,,,,,,,,6,100,136,,,,,,,,1833,999,,1325,0,,9,100,,460,1,90,1124,999,,,,,,,,,,,,,,,
